1 1
2 -39561629 -349343994
5 190168801 -943890102
7 281083698 714464604
7 -905217538 798442452
5 462578263 -174571772
9 -111712974 -386460859
8 -224284750 -739171618
3 -105079489 910925348
2 435459039 -206061889
8 8376754 356538626
3 -348374337 -359446073
8 219843834 760866498
4 -696839947 122211211
9 -690757472 -884624061
5 -265338408 309938223
7 495773887 6007257
7 -44894317 450957807
9 825142120 -588857659
0 331397477 -462947630
1 73221045 381510264
4 -934344372 658238776
5 649066297 -852558069
3 -556576717 82184034
2 -793912953 -192076462
1 660133476 350249617
1 581915558 -993021199
7 578511887 557710315
7 -93168725 -156647470
4 -625518679 106327823
8 -584771050 -33872120
6 963072753 -631697296
5 646995057 777994274
0 -958851803 852567940
1 -286057624 632665817
1 377957927 -840378007
7 -18485208 -693031828
6 -124550612 -787750488
3 940342208 -967395100
4 -864974358 720507692
8 407866742 -148695149
1 104165664 -942414747
3 688271602 -841618786
0 -870280106 -408858865
6 -42680435 701464507
6 489149000 989653746
6 -479119219 397844854
1 315611149 31860030
0 180096085 -674855751
9 -101995743 -750372104
4 314058439 -651151725
6 662607510 280602226
5 -552445610 -918178285
3 -538075628 17822569
0 -572681406 994237594
2 -665172893 -116365842
7 -816829969 -526919669
9 -786695769 -336243177
6 -700695802 -228876874
9 -941115725 -592697313
5 -616060615 837459000
0 299191856 612236876
5 801176505 -459750602
4 -796315834 407870826
1 -381711629 518040542
6 -510680183 -521528380
2 -255570643 28429806
5 -743403624 -275563825
5 325219282 359874518
8 -916744626 298537292
0 -105788479 -587379018
6 -745218369 850823116
7 917912797 -719027327
6 297140558 368855101
7 23480024 -648788798
6 -918992006 376324872
2 691413595 -655084099
5 -354351869 -716500327
5 -987888745 -743724302
6 750222141 363428702
5 240193523 -563772726
4 -779571326 640641575
1 -308578302 240026347
2 191238367 889236731
5 581026481 -236561004
5 -630483870 67042120
5 410797293 -987723532
7 852104043 -420228461
6 697084376 381371578
9 601374233 -91083903
5 -684868042 685953005
4 805491977 -138414630
3 -458578205 744785142
7 595345101 689569916
8 243747088 -906864514
4 600839406 476611576
6 747102610 573986255
4 330754453 733114895
6 -287951011 -999508599
7 -849280840 955936451
1 649290967 520122731
3 -597764103 806700004
5 364415228 -894751166
5 -368697872 861284553
9 -807603659 -5487123
6 -283914842 682379473
6 -548534930 843613375
6 890133817 -847745945
8 189515118 358648529
7 980333465 266053970
1 -76279834 -54428204
0 -649713277 -958116698
0 545483753 -799811666
6 926995892 -549895824
5 508734342 -732133084
0 -562614420 -140480942
1 -311587001 417793487
1 -760003534 -527543389
8 -940955536 608078850
5 31253143 -13555321
3 -456882838 111553821
0 721147470 945223963
5 -229516820 684927592
4 -986732426 -934943170
1 -755492161 97819175
3 -691284456 774416369
6 958709109 -464604865
4 299019903 886969899
2 -831043095 925802517
0 306939144 195524469
1 -389672396 977129037
0 -512325093 386194334
8 359663207 -78359284
5 -22185916 -836019908
2 561385041 258088780
0 511442276 -201918637
9 -703536376 788469464
2 -955863730 -379821732
7 -339386703 52965331
1 545767841 -387776073
4 -865482068 -449219675
4 -266744078 243985943
7 -285076799 248169586
3 -16875622 -687115896
2 -878713217 -855487127
5 -341679700 -346738004
9 886573506 -613300525
4 -923581593 -899000851
2 -743734130 759298052
3 81218943 -882237463
9 136292242 996494027
3 578352324 -331517656
9 -326403062 -468556549
1 -729078416 79519260
7 -811929152 730429523
7 -259136817 867655304
9 -513374380 680726816
0 -545585345 -734623914
1 -838996879 393312338
2 -309817770 163135150
2 680603405 619014420
8 -257833836 -978561475
4 -341180689 -582031281
2 -465882959 -482459043
9 174330682 2889922
7 631698324 498791264
0 89210278 998554009
1 885007569 -52606254
5 -808611391 826989087
4 -7980038 -827919536
0 425164898 -569801982
3 885880075 -243739556
2 -152394459 -264899628
2 298143889 -187429216
5 -7395000 239066853
1 -455786944 -738412160
6 38840856 -52238485
5 -36057056 -285713339
3 -398080310 254099491
2 -195379224 912172152
0 -42632328 -168051257
2 -781421008 -210167727
3 -882964434 -360308168
6 -739881650 695804097
6 201212830 768372914
0 -614741831 115702987
3 181011066 -949037694
6 -662264551 304821637
3 814766550 -328036627
5 -389940327 -805222584
7 -923553963 -717628273
3 -372659115 -982790338
1 -288471309 -589055090
9 599537612 413807828
0 -698198017 -317238928
3 -811535891 648489136
2 -890643229 628186413
4 189246076 -888701342
8 -817306579 -913030305
1 623840984 690617978
5 -434972462 -349430313
1 -525989111 227090812
2 126449029 107559228
2 619158651 921535322
0 -294089459 -240776405
5 -697073695 -671041372
5 86772204 361381216
3 749905854 95652271
8 525075860 -881560282
7 -409793392 -271664082
6 -461314708 -306143525
1 -767875252 -521343464
6 -82706255 -91719110
1 707094746 -511681819
1 174849285 -543129087
1 -784708915 -370393220
2 11899580 -233961448
0 206305920 -348701943
1 -8090022 397246226
5 392961535 60679841
0 -914321418 -277706342
6 411558598 -307971453
6 -490258400 -855667039
8 429258523 -268023299
5 355903286 655074076
0 190340392 502226139
7 -796914605 102935779
1 949713685 -855560506
2 -793150229 702292652
6 -23225142 996384276
5 623661057 526908084
0 136025870 184486594
0 120135406 965274449
5 -886303301 -965040736
7 -344336967 90862945
0 -282117562 788894117
0 -386326343 -374589246
5 537970749 184911352
2 -113606091 314714158
8 566126253 -527656406
1 -895903815 -234460051
5 -36006650 506099950
4 539571322 -252894579
5 -112546393 492817643
2 -206112883 -455079588
6 -722260329 -667934416
5 781615180 712392925
4 -133282062 -506228851
7 925684512 -804113778
5 926607348 73251427
3 -193132306 217470883
7 533592252 -971581039
4 726707015 -96538763
7 371607733 928393968
8 -205755282 -459610580
0 -427835672 -449032321
5 59693162 207902336
8 296944510 -735058188
3 249759167 -725021824
1 189215916 830458613
0 -689889240 247626611
4 863935403 234116908
0 -404702039 496612344
6 -138541196 -231974429
5 -518392571 935312136
4 -118270347 555157680
9 827885311 647089075
1 -877321271 -124940201
5 -618511309 -633368855
0 -754980001 819040998
5 -823254851 -65970296
8 -936659974 -841305335
4 506603996 -778080816
3 -908867812 199887886
9 317726522 697385066
5 224289206 -161567291
6 -939205601 985908695
9 981710102 954603613
4 -549918354 103586949
9 153956747 -262837378
5 -837229598 -619831062
9 -435234916 -3220913
6 597373521 -488625181
4 -767422517 -829767664
9 163027746 -107234159
2 -426880014 -527607391
1 -410772838 308472699
1 961836734 140943430
2 891725162 -160134207
1 688104302 -826846984
1 110164927 -361844172
3 -925341880 590369788
7 900690469 617021553
4 131864998 -651896586
0 -679448849 154675381
9 469775080 -31189425
8 573630303 -388102084
0 -526755726 -73228093
8 -554091453 388998379
4 -128563445 -875327202
2 -33845276 663997292
5 889048026 14567153
0 317429572 -302100996
1 547014192 36275461
2 -965960149 -473952511
8 515178170 -398420906
0 222422454 441369967
3 679008376 -696311872
0 -155902209 -634903148
3 -554568338 415228576
4 -335446136 -156592092
4 -290786495 -610903818
8 919499828 264895979
5 576543180 278985952
6 -158910541 -110825077
8 -946737730 -288770366
8 -993457374 -748954578
2 -647054950 -234086408
5 -664596915 -261751765
7 80632446 -139747454
7 -693479959 -973404150
0 252139578 -443967802
1 502264811 -743954333
9 -385467974 92388391
9 541796231 562411788
3 26548371 -636223289
4 -258498038 -808008099
7 -715410232 -442877249
5 415933881 115743085
5 -956630840 -637835381
6 -46819044 -645879307
2 -729065778 508280296
9 356071184 712809084
3 -98174241 19315187
2 17615682 -889934977
9 -910989664 963916323
9 -548366062 -984765307
8 359077550 960234380
9 -229449233 -978436962
0 -983963801 -955796548
9 -590949903 -876591203
3 -422025432 -276014262
6 -863493778 -695616321
1 936625937 -838228515
4 792457883 -748750192
3 124565435 -706142570
9 -229270986 947295863
9 -200337246 29366029
7 -280189434 -202932668
3 343536418 194489217
3 220391640 -782968231
4 -693274372 -116836769
2 -688739576 -988940179
4 832058583 -280635245
8 100027544 260950082
5 391240364 -655312724
3 -436730988 883864927
7 -586491363 -756295650
4 -546920033 -418595388
4 -35481352 -306123259
5 221745885 -179293075
8 -987139282 -706439737
0 776775130 -192726846
7 886756570 275861045
3 -894457116 -450938563
1 934525414 -119034732
4 447502645 -944763652
3 -856598849 -494400288
8 946093710 295915460
4 -211075575 -369284826
5 222560947 464690998
9 -694684575 -106164843
5 -414659204 902290417
1 686468385 676131612
3 -352951260 164272639
6 -469576270 616835469
4 -639635279 -755184898
6 -225464243 90162494
4 711683199 418062787
6 94158495 -260534445
5 -577694768 -726110001
6 -594894809 -550758935
4 -687090355 -364301851
6 199698040 696414243
9 95756688 -347766203
0 989016174 -381023855
7 741849456 754417512
9 -506405978 -438901401
6 -692334045 273895404
0 62831932 914162907
4 -978119094 -864551316
9 -773430172 -980248215
2 592636606 -646950946
3 429664100 119829135
8 544683680 528430721
1 222339427 351154547
6 -320409015 -45322424
2 -425581113 991627580
5 -27741247 -136507725
5 716960932 -324648129
9 392515176 -123872626
7 -473804522 -939927001
0 -594521773 -187728137
6 930479293 -547083513
5 247005876 316057529
6 -900243017 200777025
1 -86472239 -989994961
5 276932906 -813871157
9 -377015780 -719407918
5 78525337 501359735
4 -966224562 827159475
1 23024203 453026863
5 -252285472 10794513
8 343867967 -971266169
7 136926658 27166847
1 479279210 464400328
9 484556668 450648641
6 918501766 899056362
5 648111507 -569429865
0 -228055463 -716071839
3 559832882 -896230771
2 -52432032 -646515741
9 161855835 -25134224
1 -697524284 579279647
4 -8575944 -909771927
2 -385171632 947730165
2 550690996 -660004557
0 -292763568 -768984121
3 -520004710 -597194937
2 -3862406 -254128545
5 -298258032 141487870
9 -690381321 409577577
1 254279262 142151857
0 591924023 -486676296
0 966056092 -525514579
2 992045057 499513256
9 -175475910 -961235335
2 -103313985 -486339319
2 767231599 649389898
0 764702121 -677360160
2 -361645094 847694034
8 -82056200 -339008176
0 142759837 -863147465
4 264064844 293680305
8 -706400446 771910099
3 329218743 -994305827
8 480487425 90120400
7 468132186 372598787
2 -205761373 544940238
7 724990334 288415874
3 -107965107 394835186
9 971973353 -574526955
1 705565465 198286524
1 -769298659 -161428941
8 -227679111 -30947225
1 788950351 548716125
4 -537924000 350531464
9 -615120660 517232679
7 -265764707 -791636605
5 6332728 -856992100
2 -71668804 858196137
7 -756185555 -620901564
0 -830052415 -37387753
3 895158227 -20815168
6 -723866564 -784050060
4 793944665 -570009572
1 333771566 83883046
1 -821924486 863361995
5 -299029436 -156441230
1 -344381421 -476680677
4 -369306507 -638098876
5 530729150 562389977
5 -695542889 611977740
6 -244046224 198922380
4 -333486009 822795693
5 877797612 601199621
3 -231577597 431647455
3 -457235848 -589431348
8 -881687338 -622744290
4 308598768 -472365191
1 -3870138 161716074
8 -701755285 -883831128
6 -88582909 -291378918
6 238289249 -655967793
9 661832424 -519290846
3 -91705675 533656389
2 435794832 876583349
3 686080136 -549152544
5 -159824182 -423849480
1 790221145 824474455
7 510785871 -714868033
6 -679819482 -367693808
3 619625477 -709852126
8 990650306 40157081
1 -164882777 -84518123
5 491474784 -181796349
0 126642675 -548974380
1 -256331921 668142787
5 318999136 -615792122
5 116950296 648406768
3 -107410267 108238764
8 793057173 -113583584
6 -430747207 516305764
8 109781320 60780903
5 408345245 -282127766
8 261135698 230737429
9 412354049 787660378
4 -588908218 -961852482
0 -49656199 139455628
5 784994580 -957250715
6 103207836 132153561
8 249837590 -793932955
4 850056775 -431940206
9 891940662 491277561
5 39918177 -734170229
8 -966565643 -273551021
2 679639445 92425988
9 263048807 -355690124
4 -130878701 -486528412
7 -408194876 -208814984
0 -116574783 410906858
1 929788366 -857306976
9 612480844 628937906
3 230490947 617541785
9 452079857 464155127
2 -593941028 -275445631
8 -49019137 -734916153
7 698091309 -755498896
6 -990420763 -460489745
1 -685920449 385558201
7 -756044735 497174091
3 186914101 240712624
2 -459513111 603288962
5 92066686 -878065816
2 118691972 -847483165
9 173399070 287497560
6 -233535020 -335048807
5 546966787 659689824
1 722580490 -316715319
2 -550584325 600612536
0 514059243 -974878928
9 -975799126 -177943487
4 -471312666 691626089
8 621278531 228801098
7 -500890359 -811305165
8 -473845927 -100498488
8 715036087 -693539981
3 -372469398 -734378312
3 -534018621 620672038
6 -758319911 481122049
2 -857151565 -757370198
6 -87161609 -612087917
4 545439139 265703756
3 812314705 -482362137
4 734921383 -117904664
9 -114593614 -330877082
0 -570709681 153718017
1 204385965 -361521067
8 -929230667 -145082464
4 -476868056 22309026
7 840825659 410350401
9 382996068 307695861
7 362954792 109725091
2 700815749 -770799134
4 -56606295 -840905494
6 558890969 138629479
7 -521529450 -761532586
2 432760054 905195240
5 173862175 -508007376
6 89885997 481108996
3 -691324312 -580462061
3 -904820056 -906713882
6 -171721888 288122677
3 -815724362 -304441927
2 -63995458 -362479711
1 910549255 108351036
8 924135762 -716011007
8 593037905 34275438
5 -545202059 -171318908
0 174111640 -217545190
8 -274292480 -510417901
4 521622742 728862357
7 533969202 972835380
0 -86222750 -828698216
6 -453542265 -121049813
5 -819632891 -993608583
6 267025355 226640421
4 -301194193 267639976
4 598617009 532649337
1 -331844365 -422741037
1 556561768 -132481989
0 904685688 189646457
5 -710667754 -471087535
0 237447001 922632139
6 559767915 461877614
7 -139787329 -937129956
2 717340419 -607551365
8 -678088995 -581280453
1 -946741307 -577767478
5 -751300629 -889647799
5 -119665923 234293417
2 596943640 -329851736
2 17364864 584901916
1 -358334914 428798986
2 688223879 305994272
3 -209229489 74586954
7 298781192 -903717283
3 544216731 427941962
3 -922871751 -533131854
1 60335504 -311084832
4 -273679401 -422990203
3 -722575055 969261180
3 -514604939 879370568
7 -999111404 -500950105
5 -802712268 -951874031
5 372397440 -217516450
8 969289024 -831534343
4 848115100 339792271
4 -765473946 797209319
7 235767191 799775793
7 393595057 -530476061
5 388945720 178835853
3 -31165360 169898409
1 126863393 -960302330
8 -350316830 791186062
1 458620226 -989935142
4 -761316232 -129033279
1 -160454979 652698844
9 -541500825 232275715
5 -859628990 432268303
6 439013801 26835424
5 739591242 -708842053
4 -385011377 -300480869
3 259403817 -583914704
7 249435473 176090808
3 639304858 -393564341
0 600800691 -38423841
6 200115942 556955586
9 -620062466 188966344
6 169687364 464391596
5 -265759328 -449767719
7 -214925954 427309328
7 410223699 -903121063
8 521459415 -307852060
6 602064159 -891039978
3 -475989859 593148074
3 813835383 -604494665
4 -462663801 -192214595
2 -833810477 472545366
7 550041039 -453316052
8 -87525827 -288626781
4 652824053 910317709
2 -670999651 -260221006
9 320243464 -382775710
4 -716085357 -805674196
0 228748553 99395640
9 -10925176 953016021
5 609499041 -462377747
5 831645631 743955470
3 -601078603 424053861
9 145013159 928299191
1 478397206 765169844
0 339734675 -217498558
5 -642871101 300946896
4 -863090192 598181079
9 44269956 936860402
3 816707325 -764567980
3 990041706 203463822
7 -860979086 -731951609
8 365564320 -643296566
8 -650140506 896986529
8 688761310 628686997
0 296827115 -419517350
2 897541539 723014283
5 69273603 885495884
5 -952846410 441457827
2 454275725 816598106
2 3624302 -772167147
6 -134183877 -664540512
6 340029885 238686690
8 649471963 373596605
7 566342387 492523519
3 4710027 -870155878
4 609213513 -508017324
9 -378988721 -83459173
6 181943472 -174564493
4 -766267696 919043542
6 -479300939 -827807116
1 -540504831 543258249
4 -603207956 472005272
3 -527431729 -59817093
2 -348009959 993670609
5 -930589741 -809662484
6 815923227 531357798
9 254910130 -88461887
3 -513002235 34203017
0 626777303 189657944
1 346843137 -779353130
7 418154175 86218433
4 299060839 -930906407
1 68126842 275317522
7 722173008 -247104235
1 -891830098 412458944
2 344033590 647222760
8 189115224 -588299375
3 -807616920 173083238
3 454676124 337454446
6 -84591323 -507894211
7 801467164 352341838
6 -110156405 -572170595
9 948345276 -180653606
5 403248474 -311482721
3 202479197 -280063508
4 315510525 -399008371
1 279656050 750977160
6 -769050256 -559136500
7 -329862404 146305514
8 -819324364 276667266
8 -325488972 452504667
5 -6352848 -409633914
8 183824244 186211298
5 403359198 520810293
7 -784003145 319704147
8 908528204 493057485
6 -80964245 -228838602
6 349302368 -437646900
3 -779643764 982387413
4 393156021 939708611
2 921899236 -127024567
0 811347254 780793860
0 -72549674 210378125
2 -484753203 -869372335
7 -427229466 889889813
4 -317202345 976698407
1 -319410432 -284568869
1 210977068 -329293853
1 398109654 -824175412
8 -850458722 -622351025
1 -272191609 -501884447
6 637842150 656758558
9 -483478893 -168842349
3 289485664 789204048
9 -37419176 -100961848
6 741261317 543538693
1 -911261252 -782851973
3 350781818 -152007782
5 -512380834 918184527
7 -434631493 276933649
0 863116045 424094499
1 460075623 -542561796
9 -331523398 612230481
8 858857610 -674101382
4 925570803 -359613156
2 834490513 -540976488
6 550921489 -129111736
1 752327798 780333812
3 -60877737 215006810
1 310938715 486177538
7 -205408618 895960389
6 -922383964 997105762
1 -397643759 -854550114
3 -561681088 969179725
6 -525770129 139826856
8 781824180 959966984
0 -351158047 793784016
4 142068045 483473431
1 -300236851 659447139
0 11576815 596352476
4 -996035412 -541816220
8 980218331 -40970529
1 273361486 69662731
1 -727819527 -981619070
9 11318937 -835573538
0 916706674 645809233
9 -374420051 565748479
0 535784672 469416678
8 -517868425 277767901
2 -497643322 292069836
3 16118329 434213172
2 124802182 26588109
1 586755138 6474523
7 834027716 -660277964
2 377906663 -182789142
8 -444727354 644888350
2 -757421346 734625044
2 449564057 908949437
8 968700586 -158648838
3 -657270023 819226308
7 -188186007 229401584
1 -727117820 -561815638
4 -245947080 -361572463
4 235235969 489158843
0 -49425016 116481283
6 -177187197 -489837848
9 -674105051 693167219
2 82570625 -689314965
9 327018494 424367774
7 -772944681 -132794116
2 -841427645 -649475656
7 650230903 -533017142
2 572016163 -698940221
9 104843924 349970740
8 -718995443 -924358918
0 260323178 -489118146
8 -109157740 -420795037
7 263039168 -617525473
7 903831728 858793415
9 180398812 500604957
4 500378819 -91370527
1 -906914389 772400124
8 187078591 -235889192
5 -463681263 131289700
9 985007760 -4267980
8 736245396 143864293
8 705353989 849755835
5 -508763503 -815127137
5 317890172 -598977671
0 556209883 275448201
8 -752290569 -935350914
9 936143837 -36289088
7 -682531317 8105757
9 154476483 409654764
5 885454490 -434770236
3 718714988 585642226
6 585419349 503357026
4 -632246168 516205749
8 410024451 144028346
6 892111819 -463256551
0 -284985289 -879916465
8 656290469 13788120
9 -153825058 -215366435
7 -624780090 -498089742
7 972893212 -867544222
6 238510076 570027822
8 55506 198828035
4 306725619 889100665
5 -907857952 -626730348
9 410343865 -766004384
6 808178652 24807804
5 -493706213 -227976762
7 -191591469 61032650
7 275912127 -850864640
6 -140527948 665393325
7 -821516075 682586230
0 177975698 -932633915
1 -925146482 873291467
3 854652636 685857795
5 714234286 -998146007
9 638337650 -877392106
7 -102718345 963746861
9 -434059562 251711037
9 264848859 868586762
4 158754186 -32572395
4 181807867 -62654703
6 -387229421 -222309568
2 142254741 -60187428
6 91119782 -721282968
4 -50030376 541861819
0 -843790553 -871267800
4 622661187 5929102
5 780192884 -25563351
0 774643923 296895863
4 -527884855 -342540298
8 -400878759 -320153363
7 595716495 313554612
1 -836697215 -513726169
5 577448445 -234850425
6 929943371 -130680762
0 458639282 960379670
6 736509483 172748850
2 -84904534 26666550
7 -272194697 472040587
8 -829214791 -611997561
7 -177735889 -672389169
1 -880256716 -692335071
5 31082129 214488893
1 -527507355 166341488
0 118851481 709162934
3 -639577034 404097223
9 981358416 238707306
1 700946013 -427739385
9 -231558412 -739269544
8 -183406459 19463310
1 -432228258 -843990980
6 -546644107 -620265838
0 -932092503 350135056
0 -648870032 -172036142
7 330596979 114014277
3 -102245223 -558937030
1 782571693 -471381505
1 220008770 278463252
2 -261458341 666267881
4 961371577 -654433632
2 126641761 613035864
6 220502447 788672671
3 -615773096 154605348
0 24971993 737361251
1 648856152 149952387
8 595821640 -916567437
7 -741182344 -842414034
9 755002621 997365859
2 360049798 -894979391
6 -797545388 629828973
6 375665380 298711609
3 581919340 997760127
2 -618278494 -957952746
6 -474307891 661059264
4 -965497365 -3746707
7 293409985 407878417
9 -577861573 791513517
0 -578137884 -281989962
5 9785312 -807521290
7 -928065478 981205426
1 657577899 -638673973
0 -336381340 -316678503
2 903397236 736261747
7 767832115 -70256384
4 262598708 96415847
4 -177542309 666152487
2 153197815 -836889862
6 -320246776 874698725
9 -553052119 187338502
9 372184535 -145777941
7 -153711093 -273363469
8 -493290515 378621135
1 759246141 -993340653
7 418138646 371802110
5 -821598891 -17834823
4 -193915263 -766005802
9 -334699450 249317171
8 -803850207 -645529063
4 146207576 406653163
3 -679881745 -680184543
0 825401935 572747180
9 -669820393 357560957
4 -301114970 587796099
5 887531153 -451908142
6 980185379 92682072
1 672976427 -745789225
3 -544760330 -432471898
9 -122189416 304884033
8 769890249 -634030613
2 21877426 -486487734
5 198449022 184563092
9 -16821522 -760918767
2 60246227 982208907
9 521327847 502329419
3 -483597164 -811361076
0 207396854 919917552
9 768496068 915112196
2 192341142 913868025
9 -96823436 -70444985
3 -995496394 -299771069
1 411211982 748676268
8 -247524490 44211884
3 -369195153 808822558
3 712958393 482753754
6 566516628 -54901600
6 -324895066 -592561484
0 -241514587 -289447370
8 861485889 -723025501
6 -978334955 -639314634
0 -536651133 -730263296
4 174810120 -273259510
8 847314740 -389787809
2 -483939485 -161136523
1 -717952419 -661381471
6 -313305945 612898111
9 242743052 -725561364
9 -664383248 -529357072
5 -739498888 264132990
6 -592357358 -904240548
3 144071570 601018483
7 192196896 -185295791
7 993128117 -487941599
8 -296317975 -516653292
9 951933395 -715884743
7 853366119 -579201607
8 723486337 154099514
0 282902833 -428515689
9 -208054176 -758959960
1 -765424745 -418662948
0 -790813472 999422374
0 736367446 443933428
1 810119925 5894326
6 -929858618 -276070585
4 -477938939 831174509
9 531888506 -292545795
1 -599427070 -475236430
0 824045686 -516469873
8 147806214 210913983
0 868833941 -665449208
4 186795199 853653147
3 -712563485 699320784
2 951809116 -22096755
2 -431921418 -760613637
8 877086356 578977984
1 -787508488 5789727
5 89413080 474857463
9 -564142380 50771149
5 974282 238728503
7 621003330 -518505041
8 -638307337 948199093
6 481888760 -400054920
3 -586220364 -167298583
2 873102164 373054591
2 880932370 151941978
9 418269540 197750223
0 714589518 697212590
3 731048387 540649733
4 -732771520 -439171091
0 738923602 172950806
8 -488401303 527230462
0 -177533378 422434737
3 338817523 889774103
8 -552864097 -699869677
2 -341489380 -281618213
2 210536018 -536444701
0 905380931 394374143
3 114875049 -249946495
8 -498609979 357753034
1 -15548884 239041834
8 -544876126 4388137
1 290528432 241574973
0 781403027 207601986
8 776093387 626544624
0 124978009 -756429574
8 742990510 -723161507
3 351659167 727857516
6 804049327 -852986329
6 -194481473 861192491
0 -947402144 309753424
2 -153423595 3155582
7 -830889360 -627524541
8 -539050979 -25943536
7 697932798 451247514
5 -920122758 -756080261
9 -957004506 8657919
0 -398998790 -96214723
1 -544071396 -186107256
8 -649968768 468008767
9 164952731 255738002
0 -60509190 66167649
4 339778297 -348508403
9 86580365 -542814477
4 -8237791 -678657877
5 363936191 -982133830
1 92965511 -701156231
1 626795423 -798718472
2 -11510924 958274973
6 774392292 804277630
0 877327390 -861818529
1 -625620165 580136033
8 -812358918 -241791287
6 -963424368 -432771752
0 -997271271 706354183
2 667070047 -564523262
8 103608641 -599976333
4 535718727 -808468403
2 547279719 127771380
3 -606024094 687926522
5 -99885741 -122401119
8 -117234671 -747277493
1 975851794 869660158
6 -207179014 670518232
6 -711708818 -655763496
6 -289859026 -826673915
3 341154968 108712379
8 -448125664 146606289
6 -236339232 -58075799
4 366897035 -919806391
0 391236199 -95318615
7 -77082537 -886541273
3 -832797337 91829651
7 959680173 644711840
7 -998507534 -278891542
1 -661971333 819178332
2 -594471028 -246780492
4 888270644 -333094424
7 -761993202 -105864363
6 306245405 881708235
1 -126086835 -857136382
0 -883579383 -906399483
5 49132936 27888214
6 -453419671 -691205371
6 -844271155 704290590
5 -585657921 -378747130
7 -860135082 634297556
1 -795764302 -988716627
9 733641889 -86880583
3 332897866 -652097174
8 482628209 -349230291
1 -971595932 -71636038
6 886744225 -972287484
5 305004734 -209055247
4 598244721 -646916066
1 -491055618 -871948140
2 -970177469 556225607
3 -685378386 436960169
6 503498505 -68261409
3 811986752 -376923665
1 570284003 -4253480
1 471512303 723279274
9 213405851 783867176
0 623324435 720802378
4 273019435 716551514
0 -371128930 194101523
4 678597917 784367597
0 -61195449 545435942
5 -149701986 744088991
6 514927549 -498657618
5 -290627608 625471871
2 -427576988 56685536
4 65188077 940523476
4 323201336 -517514344
6 -534075834 963455407
7 -624287808 -329896265
1 -622524621 726536762
3 -203542750 -10314364
7 -886021043 -788840711
4 755708487 926587689
3 -674159829 -255409311
3 -419588199 965904415
2 -116874433 -877472790
7 783961276 303415686
8 -832571666 497230256
1 969750111 464999171
8 344056516 -604722880
9 -871303546 555352275
3 -645772208 -277651331
8 -825916714 389059520
1 -177967035 -960671084
0 -304293305 608038885
1 641050402 -12297126
6 -625193756 358697455
8 -70213710 -848729063
7 -709717937 -670642047
9 450406144 385729223
0 -988451702 632072290
2 894751300 372178186
4 420630916 -697394791
6 -284753641 -724629537
8 197321486 965534816
8 -406630724 937319948
7 -540502686 974872410
2 480504702 652965717
2 -186596756 -788215638
0 131380141 -465563428
4 -235885378 841605384
9 759528500 -811280465
2 -760586428 177252510
9 30491852 281645172
3 993625233 -751036416
6 -107968205 312968709
1 621794296 -540879994
0 877789565 538258077
8 -75352442 -106596354
3 652112448 365003576
5 -574217143 -605520651
9 -502075380 -7838939
3 -581007163 -981910721
3 -524102922 622306498
2 867409605 523339020
1 -649950606 632833087
6 799209201 -215922611
6 650368576 231691255
0 185386554 587685937
7 -801248917 -197042947
0 456319042 -116965967
3 -656648515 -666604769
4 585078339 -453614102
2 276347522 -607125682
3 666036473 267801932
1 -809107324 -209503219
5 -123218662 993627679
8 537699142 815951636
7 -402300215 545835914
6 80915422 -464079258
0 938792280 610335141
2 -520943460 207178178
8 314392968 762930999
6 740656702 418274664
5 -563446261 -176068907
0 354450629 -249689447
5 550258996 -176786658
4 -320947464 773857688
5 521730893 792550969
2 -78508578 -26075069
5 -222022132 240152080
9 -47101043 779354439
0 -465229624 41863598
9 658582482 338050427
0 517827719 -825535924
9 -748484998 947148807
8 -603472773 -917025667
4 -75024099 -505293574
4 482396072 846508498
6 528000172 362536222
5 -14310835 -91251436
9 -160663087 746385829
8 240345849 320431959
5 866689676 77010706
8 29118241 688307331
5 -843451303 64543956
2 886403710 -861142128
2 663811 728208416
5 -707948593 866097214
9 -27613219 515652265
7 -313016974 843610163
7 -602074363 -765888366
5 -443367511 -497553559
4 -583982077 -60887632
0 845311258 -232874715
9 -579009369 -122802482
3 -674667152 -547067513
6 -242789030 -744537846
6 -198941804 -708747011
8 900023801 153413221
2 -921780040 -138433866
5 -97805272 125636688
9 -817096146 -775837039
1 -562462381 -135085471
5 -384425251 122530468
0 -310918877 -160027282
6 -104824226 317934350
6 -857890536 675180449
9 -380654364 -671196654
9 703289879 118069051
0 -941806538 -724510371
7 -193439184 410413951
9 601002285 100446991
6 -620662083 614296382
9 533842465 845810167
5 89619656 -146559230
5 906468785 122933289
5 -827521531 -118490521
1 -929436078 -425251930
8 958851833 -494889799
1 75898409 50798194
1 312044408 -875023107
0 -877845898 -156939104
9 251966458 322304518
5 -654058843 -720643741
8 -6541656 842019356
3 550639487 345865338
7 -448980226 984032706
0 756712940 391977845
5 -261577797 -26608906
3 326663228 42785770
1 -361376246 810425755
5 -126503641 -600579483
6 -642758891 -434763868
1 -576582631 184345847
8 195204678 12069893
6 -76796972 -819248834
1 -538593482 -290482966
8 -361172326 -287129305
1 277872414 412555730
1 259507019 -593499069
1 97107907 727333320
3 335977135 464264921
1 -664222865 269390994
8 -697999987 246763377
1 -105097955 -660238677
1 -746066083 65519600
5 -766848266 -770861072
7 156475417 399524689
6 481944512 -781516814
3 544852692 561278817
7 -157461931 -423596606
